ROME;Intitule_ROME;Qualif;FAP341;Intitule_FAP341
H2102;Conduite d'équipement de production alimentaire;2;E3X20;Ouviers peu qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;5;E3X20;Ouviers peu qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;0;E3X40;Ouviers qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;3;E3X40;Ouviers qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;4;E3X40;Ouviers qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;6;E3X40;Ouviers qualifiés des industries agro-alimentaires
H2102;Conduite d'équipement de production alimentaire;7;E5X70a;Techniciens des industries de process
H2102;Conduite d'équipement de production alimentaire;8;E5X80;Agents de maitrise et assimilés des industries de process
H2102;Conduite d'équipement de production alimentaire;9;E5X80;Agents de maitrise et assimilés des industries de process
H2201;Assemblage d'ouvrages en bois;0;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;1;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;2;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;5;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;3;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;4;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;6;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;7;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;8;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2201;Assemblage d'ouvrages en bois;9;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;0;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;1;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;2;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;5;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;3;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;4;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;6;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;7;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;8;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2202;Conduite d'équipement de fabrication de l'ameublement et du bois;9;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2203;Conduite d'installation de production de panneaux bois;1;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;2;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;5;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;0;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;3;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;4;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;6;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;7;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;8;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2203;Conduite d'installation de production de panneaux bois;9;E4X30;Ouvriers en conduite d’équipement de fabrication de pâte à papier, de papier et de carton et de panneaux de bois
H2204;Encadrement des industries de l'ameublement et du bois;0;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;1;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;2;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;3;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;4;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;5;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;6;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;7;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;8;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2204;Encadrement des industries de l'ameublement et du bois;9;H1X90;Ingénieurs et cadres de fabrication et de la production
H2205;Première transformation de bois d'oeuvre;0;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;1;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;2;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;5;F1X31a;Ouvriers peu qualifiés de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;3;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;4;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;6;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;7;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;8;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2205;Première transformation de bois d'oeuvre;9;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2206;Réalisation de menuiserie bois et tonnellerie;1;B2X37;Ouvriers peu qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;2;B2X37;Ouvriers peu qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;5;B2X37;Ouvriers peu qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;0;B2X38;Ouvriers qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;3;B2X38;Ouvriers qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;4;B2X38;Ouvriers qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;6;B2X38;Ouvriers qualifiés en menuiserie et en agencement du BTP
H2206;Réalisation de menuiserie bois et tonnellerie;7;B6X73;Techniciens et agents de maîtrise de chantiers du BTP 
H2206;Réalisation de menuiserie bois et tonnellerie;8;B6X73;Techniciens et agents de maîtrise de chantiers du BTP 
H2206;Réalisation de menuiserie bois et tonnellerie;9;B6X73;Techniciens et agents de maîtrise de chantiers du BTP 
H2207;Réalisation de meubles en bois;1;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;2;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;5;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;0;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;3;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;4;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;6;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;7;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;8;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2207;Réalisation de meubles en bois;9;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;1;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;2;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;5;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;0;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;3;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;4;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;6;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;7;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;8;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2208;Réalisation d'ouvrages décoratifs en bois;9;F1X30;Ouvriers de la réalisation d'ouvrages décoratifs et meubles en bois
H2209;Intervention technique en ameublement et bois;0;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;1;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;2;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;3;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;4;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;5;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;6;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;7;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;8;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2209;Intervention technique en ameublement et bois;9;F1X31b;Ouvriers qualifiés et techniciens de la scierie, de l'assemblage et de la fabrication d'ouvrages en bois
H2301;Conduite d'équipement de production chimique ou pharmaceutique;1;E2X20;Ouvriers peu qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;2;E2X20;Ouvriers peu qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;5;E2X20;Ouvriers peu qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;0;E2X40;Ouvriers qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;3;E2X40;Ouvriers qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;4;E2X40;Ouvriers qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;6;E2X40;Ouvriers qualifiés des industries chimiques et plastiques
H2301;Conduite d'équipement de production chimique ou pharmaceutique;7;E5X70a;Techniciens des industries de process
H2301;Conduite d'équipement de production chimique ou pharmaceutique;8;E5X80;Agents de maitrise et assimilés des industries de process
H2301;Conduite d'équipement de production chimique ou pharmaceutique;9;E5X80;Agents de maitrise et assimilés des industries de process
H2401;Assemblage - montage d'articles en cuirs, peaux;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2401;Assemblage - montage d'articles en cuirs, peaux;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2402;Assemblage - montage de vêtements et produits textiles;1;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;2;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;5;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;0;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;3;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;4;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;6;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;7;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;8;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2402;Assemblage - montage de vêtements et produits textiles;9;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2403;Conduite de machine de fabrication de produits textiles;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2403;Conduite de machine de fabrication de produits textiles;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2404;Conduite de machine de production et transformation des fils;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2405;Conduite de machine de textiles nontissés;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2406;Conduite de machine de traitement textile;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2407;Conduite de machine de transformation et de finition des cuirs et peaux;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2408;Conduite de machine d'impression textile;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2408;Conduite de machine d'impression textile;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2409;Coupe cuir, textile et matériaux souples;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2409;Coupe cuir, textile et matériaux souples;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2410;Mise en forme, repassage et finitions en industrie textile;1;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;2;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;5;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;0;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;3;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;4;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;6;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;7;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;8;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2410;Mise en forme, repassage et finitions en industrie textile;9;F0X32;Ouvriers, techniciens et agents de maîtrise du textile
H2411;Montage de prototype cuir et matériaux souples;1;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;2;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;5;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;0;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;3;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;4;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;6;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;7;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;8;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2411;Montage de prototype cuir et matériaux souples;9;F0X30;Ouvriers, techniciens et agents de maîtrise en traitement du cuir
H2412;Patronnage - gradation;0;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;1;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;2;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;3;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;4;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;5;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;6;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;7;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;8;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
H2412;Patronnage - gradation;9;F0X33;Ouvriers, techniciens et agents de maîtrise de l'habillement
